ticker,yearReport,Market Capital (Bn. VND),P/E,P/B,EPS (VND),BVPS (VND),ROE (%),ROA (%),Net Profit Margin (%)
DIH,2018,197833746000.0,127.0649502781,2.1470276161,288.5664291116441,15370.0864177288,0.0239826475,0.006515256,0.009492073698508
DIH,2017,98998086000.0,45.6453564578,1.8993062286,803.2946596967541,17374.7653234629,0.0459189602,0.0103221198,0.0129065423385575
DIH,2016,98998086000.0,32.7403979373,1.8736450004,1119.921270477896,17612.7281280771,0.0636403998,0.0147301098,0.0143732225169785
DIH,2015,98998086000.0,36.7340498493,1.8768592391,998.8876648281866,17582.5652309278,0.0566748348,0.014042279,0.0134534323539343
DIH,2014,98998086000.0,32.8232202041,1.8678668167,1005.3858151257592,17667.2125144419,0.0572541894,0.014500849,0.0112327962846796
DKC,2023,1601978000.0,0.2955549809,0.0523703013,2368.425657406032,13366.3542743408,0.1818248511,0.1384184734,0.3073460238114087
DKC,2022,4119372000.0,1.185395997,0.1418957166,1905.923636029958,12685.3723487464,0.1561533667,0.1199355538,0.2150258842155104
DKC,2021,2975102000.0,0.8021559167,0.1108690262,1716.7310547335856,11725.5472034572,0.1579738985,0.1242207083,0.2068351087471
DKC,2019,13731240000.0,10.1847704091,0.5434367275,589.1148998925079,11040.8437562813,0.0533728743,0.0402268781,0.0731002386717485
DKC,2018,13731240000.0,10.6922781241,0.543744302,561.1526309350066,11034.5983902401,0.0509044216,0.0383493304,0.0703063103693066
DKC,2017,13731240000.0,11.5991146703,0.5448252378,517.2808589755914,11012.7056962081,0.0472326699,0.0363273282,0.067443099785008
DKC,2016,13731240000.0,15.1749214315,0.5509230055,395.389197042656,10890.8140342751,0.0362070137,0.0281567116,0.0546016074813197
DKC,2015,13731240000.0,13.2089755593,0.5479621485,454.2365888295595,10949.661426062,0.0414225053,0.0312954145,0.0626180379257157
DKC,2014,13731240000.0,10.2930221517,0.5463379811,582.9191768551128,10982.2128562315,0.053078481,0.0392287781,0.0808967302159537
DL1,2023,722405439200.0,17.1236342051,0.58849833,397.11196341612487,11554.8331284846,0.0349684988,0.0157305289,0.1499882392407997
DL1,2022,446191594800.0,9.849267813,0.3764209499,426.4276370326642,11157.7211650684,0.0387703918,0.0183138917,0.1622070271449416
DL1,2021,303532059000.0,6.707570259,0.2635775111,447.2558443884176,11381.8511599528,0.0400311406,0.0270891457,0.4494012487361865
DL1,2020,1477189353800.0,41.7292337754,1.3352117366,349.8746245516029,10934.5953155643,0.0324303812,0.0266223524,0.1876851272730191
DL1,2019,1011773530000.0,63.6608179471,0.9447580425,157.08249316425585,10584.7206910127,0.0148061127,0.0085504612,0.0790600643383325
DL1,2018,1011773530000.0,55.8547604586,0.9562436856,179.03576916071327,10457.585394273,0.017010541,0.0076543062,0.0982136029235153
DL1,2017,1011773530000.0,68.3855910365,0.9729088239,146.2296347582843,10278.4554463982,0.0237416054,0.0114153052,0.0634192039806167
DL1,2016,168924880000.0,14.5859679232,0.9255681705,685.590428597611,10804.1744721085,0.097128357,0.076589481,0.05809518936033
DL1,2015,31420260000.0,7.4170493099,0.6424619631,1348.2450476221393,15565.12381247,0.0905409261,0.0778227474,0.2056857093547544
DL1,2014,31420260000.0,9.2603862064,0.7033892717,1079.8685688788062,14216.8787648479,0.0784605834,0.0684057626,0.1513616195627973
DLD,2023,62359680500.0,-7.3566104385,3.64528799,-910.745520104132,1837.9892119348,-0.4070650867,-0.0691391127,-0.191004470938244
DLD,2022,50260041000.0,-5.1392234046,2.0480121058,-1050.7424127966788,2636.7031644125,-0.3322952877,-0.0755227347,-0.2072255363558477
DLD,2021,139611225000.0,-8.8276480605,4.0678566465,-1699.2068438981178,3687.4455772091,-0.374518072,-0.1138215302,-0.8367087715128448
DLD,2020,226170184500.0,-17.8615522138,4.511150544,-1360.464068809653,5386.6524211073,-0.2242442688,-0.0847858474,-0.3473853946287125
DLD,2019,122857878000.0,-18.0925373405,1.9563912999,-729.5825760428647,6747.1164899169,-0.1025860569,-0.0419196414,-0.1128841118062549
DLD,2018,122857878000.0,-18.5489905352,1.7654849933,-711.6290223440128,7476.6990659598,-0.0908557662,-0.0382909061,-0.105112524872729
DLD,2017,122857878000.0,-41.8303255776,1.6120506968,-315.5605369482289,8188.3280883038,-0.0378093027,-0.0161232875,-0.0430262699095116
DLD,2016,122857878000.0,-43.3027496384,1.5522310535,-304.83052716570603,8503.888625252,-0.0352148597,-0.0147866624,-0.0361106789149057
DLD,2015,122857878000.0,1544.3320839438,1.4985152519,8.547384424139247,8808.7191524177,0.0009708033,0.0004062148,0.0009604024012141
DLD,2014,122857878000.0,-16.1383456752,1.4999707219,-817.9277024823756,8800.1717679936,-0.0887699609,-0.0391405371,-0.1122742637511428
DLG,2023,544743690400.0,-0.9161497622,1.3891970979,-1986.574766599628,1310.1092730233,-0.8661711636,-0.111517738,-0.5297897082406694
DLG,2022,733308814000.0,-0.6013620109,0.7476540612,-4074.085086418176,3276.916594416,-0.7699457672,-0.1923031937,-0.9046950886416096
DLG,2021,652495189600.0,39.1339304683,0.2983902819,55.70613464875113,7305.8679593733,0.0069106902,0.0021793971,0.0107957372532158
DLG,2020,2801538979200.0,-3.0901547701,1.2761099569,-3028.97450005633,7334.7911354867,-0.3054274091,-0.1076399085,-0.4456157758889037
DLG,2019,1197238880000.0,-915.1442521937,0.3862412916,-4.37089561608624,10356.220546877,-0.0003785336,-0.0001510093,-0.0004553191841469
DLG,2018,1197238880000.0,146.5434365659,0.385165851,27.29566123011308,10385.1366625214,0.0023909742,0.0009597623,0.0028033757285357
DLG,2017,1140231260000.0,21.5517846577,0.3677268416,201.0349440726612,10877.6394517547,0.0190690061,0.007479588,0.0197778761107429
DLG,2016,920577368000.0,15.9770770633,0.3681280672,261.65594273006286,10865.7838306709,0.0250122941,0.0087105639,0.0243083523549563
DLG,2015,676744468000.0,8.4402129151,0.3384395545,488.6983198568237,11818.9494904774,0.0432483344,0.0151398853,0.0504855646821428
DLG,2014,597014032000.0,11.3077328883,0.3830316785,353.74022711077583,10443.0004737242,0.0426541202,0.0161780764,0.0524920329122197
DLR,2023,53550000000.0,142.5283906773,0.0,83.49213755555556,0.0,-0.0222315823,0.0066893498,0.0220633346346083
DLR,2022,53550000000.0,-147.1039145514,0.0,-80.895196,0.0,0.0215326458,-0.0060319083,-0.0195384684124852
DLR,2021,38250000000.0,-7.1986997272,0.0,-1180.7687946666667,0.0,0.377721419,-0.0814882077,-0.4747424413381759
DLR,2020,49500000000.0,-6.9171914554,0.0,-1590.2407893333334,0.0,0.9136552799,-0.0976509778,-0.2369172554882997
DLR,2019,31500000000.0,-3.5667700398,0.0,-1962.5599413333332,0.0,-54.706504447,-0.1085558993,-0.2297439541293329
DLR,2018,31500000000.0,-3.255889478,6.8819449538,-2149.950128,1017.1543142222,-1.0276372723,-0.0949604781,-0.2252230717562298
DLR,2017,31500000000.0,-2.1839312557,2.2102207634,-3205.229094,3167.1044431111,-0.6719953735,-0.1051680953,-0.2867321805806233
DLR,2016,31500000000.0,-1.7930994347,1.0984986833,-3903.854892,6372.3335368889,-0.4689731497,-0.0946938785,-0.3168620738099401
DLR,2015,31500000000.0,27.7369866254,0.6811864193,252.3706015555556,10276.1884291111,0.0248575603,0.004760836,0.009364493214623
DLR,2014,31500000000.0,-2.4896895073,0.69796535,-2811.5955742222222,10029.1511606667,-0.24562774,-0.0492083382,-0.2397916328022387
DLT,2023,15500347200.0,5.0803856695,0.2624000206,1987.0251642363207,23628.0469289488,0.0841055918,0.0111590531,0.003619356383528
DLT,2022,40000896000.0,17.4812468367,0.6773151983,1981.6579584617305,23622.6797231742,0.0837486668,0.0102424384,0.0035691479528705
DLT,2021,37500840000.0,9.9331599106,0.6328780457,2600.324286735977,23701.2487652277,0.1110606236,0.0123609686,0.0061686074187321
DLT,2020,48501086400.0,13.4258631325,0.8388875016,2549.916543869417,23125.8660590003,0.1081516945,0.0117724134,0.0051529699635211
DLT,2019,30000672000.0,5.0008949409,0.4994053214,4332.327211470463,24028.5785634402,0.1841882614,0.017971281,0.00609289349181
DLT,2018,30000672000.0,5.1509256623,0.5218562025,4112.269828355845,22994.8402315788,0.1819819746,0.0140163607,0.0060838416091159
DLT,2017,30000672000.0,5.2454872801,0.5419435727,4050.03912632357,22142.5266458031,0.1860432653,0.0134996793,0.0065941416568398
DLT,2016,30000672000.0,5.277560714,0.5633448113,3986.633487809873,21301.3411307587,0.2057681732,0.0151082379,0.0080299871625899
DLT,2015,30000672000.0,3.3480239066,0.6930524181,3584.2037974349373,17314.7076429488,0.2099473777,0.016852483,0.0050556368453075
DLT,2014,30000672000.0,3.8180158655,0.7162779718,3142.993749340015,16753.2724334975,0.1918334385,0.0222703204,0.008461964305069
DM7,2023,339044200000.0,10.9000072885,1.1884552232,2570.5182578790614,18511.425227401,0.1469787776,0.0822399567,0.0638712410355129
DM7,2022,200344300000.0,4.6616795155,0.7894739045,3557.280082537911,16466.6620722077,0.2133588148,0.1168066038,0.0609791019500568
DM7,2021,331338650000.0,6.54766404,1.2737830272,3283.6138000532083,16878.8557715543,0.2038676783,0.0991662341,0.0612265504325777
DM7,2020,141782120000.0,3.6581551096,0.5999609629,3039.554339015385,15334.3310130361,0.2073922282,0.095786872,0.0547743231579481
DM7,2019,141782120000.0,3.9405620001,0.658186436,2799.5413379317506,13977.802484443,0.2075319734,0.1030193248,0.0547158743199502
DM7,2018,141782120000.0,4.6104497259,0.7076067816,2606.0265082959686,13001.5712661653,0.2142728031,0.0873711852,0.0529629382739633
DM7,2017,141782120000.0,4.4981730544,0.8125192677,2045.274801279597,11322.8084125728,0.1806331722,0.0616417196,0.0413686310997427
DMC,2023,2326740155000.0,14.1014995243,1.5302334633,5279.186395494172,43784.1686303334,0.1230411449,0.0994443515,0.1066488464202964
DMC,2022,1996829237500.0,11.7416008067,1.3681499972,5761.314827270001,42027.5555454163,0.141619459,0.1156565159,0.1256184460196076
DMC,2021,1427298811500.0,9.9564852253,1.0448506195,4586.625263174263,39335.7665050991,0.1188048608,0.1032342465,0.1063016658509529
DMC,2020,1823191912500.0,11.2834072654,1.386065868,5169.833186153956,37876.9878210805,0.1398445023,0.1198085459,0.1236507682369989
DMC,2019,2069756914000.0,9.8855887256,1.6528057686,6698.864787971134,36059.8935044352,0.1953428165,0.1551858726,0.1584283081471399
DMC,2018,2069756914000.0,9.7808232256,1.8323894873,6587.628765589426,32525.8360255492,0.2197249403,0.1651445672,0.1651675317505171
DMC,2017,2069756914000.0,10.6031409325,2.1722754694,5979.761631290968,27436.6676049634,0.2261571739,0.1738144287,0.1550120341531962
DMC,2016,2069756914000.0,13.2747315273,2.3423253475,4856.141228362048,25444.7999987042,0.2011285772,0.1627799861,0.1308013931337431
DMC,2015,1592142301200.0,13.2319731883,2.0069395953,5299.1074015423565,29696.9575670954,0.1868566215,0.1474327331,0.1147129203180872
DMC,2014,1592142301200.0,12.0323502262,2.2056530465,4953.31326628708,27021.4756104495,0.1959815169,0.1355704911,0.0890420609349015
DMN,2023,65000000000.0,9.0675454985,0.4293456593,573.47382496,12111.453528,0.0484978916,0.0134088367,0.009972142947099
DMN,2022,65000000000.0,6.2314160545,0.4450928357,1260.90915632,11682.95596576,0.0740726397,0.0272675101,0.0246840983624183
DMN,2021,62500000000.0,9.1676247536,0.4608942862,545.39754128,10848.47469304,0.0503795335,0.0191240941,0.0167067409893844
DMN,2020,253750000000.0,42.7314727437,1.8790942354,475.05968544,10803.07715176,0.0439744786,0.0178318199,0.0158352681496056
DMN,2015,0.0,0.0,0.0,0.0,0.0,0.0539169531,0.0233973173,0.0123439682486337
DMN,2014,0.0,0.0,0.0,0.0,0.0,0.0098939589,0.004778237,0.0061444527817226
DMS,2023,28000000000.0,35.0,0.6651091219,297.42639475,10524.58877775,0.0275948624,0.0122411777,0.0031258378238489
DMS,2022,38800000000.0,12.2318453758,0.8792554545,793.0119865,11032.06121725,0.0701601563,0.0313520579,0.0089583363554511
DMS,2019,0.0,0.0,0.0,0.0,0.0,0.3413183403,0.1986549787,0.0496368794999651
DMS,2018,0.0,0.0,0.0,0.0,0.0,0.19016777,0.1101550444,0.0213361677690987
DMS,2017,0.0,0.0,0.0,0.0,0.0,0.0030494452,0.0019129878,0.0003638640860095
DMS,2016,0.0,0.0,0.0,0.0,0.0,-0.3769912329,-0.201581052,-0.0636064882011043
DMS,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.609104428062052e-05
DMS,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009844866147159
DNA,2023,1351909608000.0,13.5996121048,1.6233479085,2253.4871166327266,14784.2615090224,0.1527315305,0.0840957821,0.0544235303635596
DNA,2022,1351909608000.0,14.799952392,1.6298959678,2024.239554690701,14724.8661721827,0.1380527186,0.0751997922,0.0555131475851985
DNA,2021,1120958383300.0,12.356077842,1.3629449871,1965.596754844574,14600.7360446957,0.137137949,0.0736512475,0.0575539030168672
DNA,2020,1207067512500.0,12.2224995783,1.5235191687,2387.025665733009,14768.4390605368,0.1002302173,0.0657029214,0.069367764170654
DNA,2019,1175138977000.0,12.3439688602,0.6665621496,2325.5915039357938,34505.4096087803,0.0640379807,0.0473588682,0.0689693406751241
DNA,2018,1119180000000.0,12.5201260968,1.7140036443,2266.2859328812165,13418.8746190917,0.0607462906,0.0449967624,0.0719815740335691
DNA,2017,1119180000000.0,14.7210336617,1.756663528,1881.719016050144,13093.0025209823,0.0580571747,0.0432492172,0.0653332160686407
DNA,2016,1119180000000.0,10.9094027505,0.7605643625,2108.2730673653923,30240.7016849979,0.0745997312,0.0562940603,0.0775555078911602
DNA,2015,1119180000000.0,12.3940796832,0.8751380381,1855.724715988492,26281.5681615906,0.0818768189,0.0589023885,0.0751441731381513
DNA,2014,1119180000000.0,12.4582073804,1.2074691999,1846.1725108302508,19048.1049142417,0.1015030628,0.070114613,0.0851308716273289
DNC,2023,378913222000.0,10.6238450964,3.3400635635,5822.531660048538,17664.3344887421,0.3587212491,0.2525959708,0.046597631334422
DNC,2022,284506029400.0,10.2313044336,2.993572141,4545.8179289900845,14798.373953678,0.3270752556,0.2471493684,0.0443228753958217
DNC,2021,203972645000.0,8.120447338,2.4433990069,5122.5938357484165,16247.8579584846,0.3457917438,0.2493969116,0.0463666250528472
DNC,2020,316491560000.0,16.3208995367,4.6037679836,3970.7970882762247,13380.3441484278,0.3198474835,0.2266423775,0.051469058564973
DNC,2019,248674360000.0,12.6725057786,4.2274950525,5022.256835477529,14311.0752936511,0.374305212,0.2580677445,0.0577049606386072
DNC,2018,248674360000.0,16.6945411261,4.8307197263,3812.663403092704,12524.0136930945,0.3440286572,0.1950948701,0.0546761723701213
DNC,2017,191294466000.0,19.1688488762,4.8274108231,3319.985588691834,12532.5981602155,0.2797780007,0.1257058223,0.0480648898094869
DNC,2016,153042736000.0,17.0760688374,4.3214759536,3726.7640083616902,13999.8464990165,0.2718663295,0.1193726567,0.0480096977449462
DNC,2015,153042736000.0,19.9579967394,4.5094388995,3156.886346709719,13416.3033026148,0.262832349,0.1207602581,0.0460159488687115
DNC,2014,133081668500.0,25.251329227,4.9604320606,2395.9134767197484,12196.5182186456,0.197548098,0.0894876154,0.0364189260603019
DND,2023,165195800000.0,28.2761997006,1.6685744543,661.3335666742132,11207.17145789,0.0608038691,0.0309838472,0.0491806656239044
DND,2022,127209600000.0,-5.2571186686,1.3654676042,-2739.1430378084674,10545.8378912158,-0.2234805575,-0.1277820091,-0.1747228742396189
DND,2021,117492200000.0,14.1581927676,0.9522008315,498.67349196287074,13967.6416565542,0.0723185502,0.0471977213,0.0274342689419773
DND,2020,253535800000.0,21.6111875019,2.0111403568,1443.4955123386917,14270.5107096446,0.1015762553,0.0637064167,0.0679528346835139
DND,2019,219966600000.0,18.8679823433,1.7595435117,1434.4521262168894,14151.3976976455,0.1011292843,0.0630648869,0.0482819857943809
DND,2018,219966600000.0,9.5790864193,1.7513896396,2825.448712587729,14217.28177247,0.2118240774,0.1314259471,0.096405298754938
DND,2017,219966600000.0,30.2815643597,1.9983896958,893.7853100520715,12460.0322214173,0.0725835958,0.0431140992,0.0332290110729944
DND,2016,219966600000.0,45.1676946501,2.0463986188,599.2162672628481,12167.7173599728,0.049446604,0.0302997804,0.0242326962615221
DND,2015,219966600000.0,56.6256378194,2.063105268,439.730146253113,12069.1854102332,0.0366802739,0.0245281608,0.0187847463661194
DND,2014,219966600000.0,89.7549159601,2.0911721711,277.42213040525246,11907.1974770206,0.0230679501,0.0164125918,0.0181270574592415
DNE,2023,53117120000.0,12.4755491579,0.6968917281,990.5504744007204,13201.4768272828,0.0754540853,0.0370907362,0.022086624650832
DNE,2022,51962400000.0,12.0799470996,0.6926502601,1020.5868231259526,12993.5705202993,0.077694653,0.0382658946,0.0245468636535191
DNE,2021,49652960000.0,6.5043466462,0.6496422694,1859.2051635028408,13238.0548576278,0.1414359975,0.0681147373,0.0421649846151787
DNE,2020,75634160000.0,9.7338161861,1.0055236783,2102.923140501593,13028.0373127685,0.1636864196,0.0790071545,0.0467698140001971
DNE,2019,76788880000.0,8.2379564772,1.0506893436,2204.722683247887,12658.356231121,0.1772418679,0.0863258445,0.0485721572197988
DNE,2018,76788880000.0,9.0266011477,1.0966932564,2004.1142299431897,12127.3655348483,0.1608158726,0.0821753963,0.0469531212192909
DNE,2017,76788880000.0,13.9370541492,1.0522040744,1274.7146156644037,12640.1335283012,0.104863138,0.0489140297,0.0346571771057187
DNE,2016,76788880000.0,11.2406506631,1.1493155863,1486.3093104821949,11572.1044402106,0.1339676699,0.0541041975,0.0429957628044976
DNE,2015,76788880000.0,21.2357050088,1.2576498677,626.3036708466121,10575.2804028682,0.0453568035,0.0280023538,0.0195360647335204
DNE,2014,47680512952.0,-3.9723935018,0.4849369978,-3348.1073556185897,27426.2431217084,-0.117815606,-0.1085608318,-0.0747837252145739
DNH,2023,23232000000000.0,21.6871805308,4.4462258466,2659.0281680492426,12370.0418957623,0.192641786,0.1350759153,0.4733222259836396
DNH,2022,21373440000000.0,14.5265002281,3.3211052746,3543.7322883001893,15235.8916131297,0.2322937621,0.1703914044,0.5437925653047222
DNH,2021,17740800000000.0,13.3003034766,2.7496103795,3237.3606794791667,15274.8914223674,0.2222279912,0.1579906572,0.5524830483215607
DNH,2020,17191680000000.0,26.7889646639,2.9900627464,1559.176155653409,13611.7544855043,0.1098574141,0.0749099401,0.3906006947393909
DNH,2019,16051200000000.0,15.5714570288,2.6136632129,2477.005928224432,14538.9810794981,0.1739121335,0.1143925401,0.4766158424347614
DNH,2018,16051200000000.0,12.6979199371,2.7714494948,3032.935730613163,13711.2366907031,0.2242150082,0.1531010093,0.5341170247943896
DNH,2017,16051200000000.0,25.3555953089,2.9000757922,1544.6520658735797,13103.1058232102,0.1189553972,0.0834641538,0.3921898327090808
DNH,2016,16051200000000.0,32.6380808005,3.0032880265,1164.2841450213068,12652.7990870999,0.0929591296,0.0614130842,0.3533222517147326
DNH,2015,16051200000000.0,23.7019245881,3.1107912436,1603.245333889678,12215.5416496899,0.130329416,0.0840661424,0.378341105402433
DNL,2023,128438000000.0,20.5848409523,2.1536244202,1703.137935962877,13837.138787935,0.1247608116,0.0928013329,0.0337636020376769
DNL,2022,129300000000.0,27.2774870072,2.2279469516,1293.8918324825986,13465.3116306265,0.0946090692,0.0684410857,0.0293739370414081
DNL,2021,78442000000.0,9.3771888181,1.310571335,2156.533542459397,13887.0731522042,0.1580207184,0.1134096428,0.0426596385345746
DNL,2020,96975000000.0,11.3185490261,1.6781976617,2208.763680046404,13407.2407041763,0.1674208099,0.1235987589,0.0727942589015549
DNL,2019,86200000000.0,8.4789144076,1.5410063859,2358.79253387471,12978.5315510441,0.1874424944,0.1403133429,0.09883742945743
DNL,2018,86200000000.0,13.0794258761,1.6407373909,1699.0212287703016,12189.6411401392,0.1422950298,0.1048307948,0.1095162024228151
DNL,2017,86200000000.0,15.477505486,1.7107732654,1435.7754382830626,11690.6199113689,0.1341094788,0.1092245958,0.140248892064443
DNL,2016,72000000000.0,16.4504791271,1.7184137157,1350.8556225,11638.6408102778,0.1173558696,0.1087240044,0.1452770375447334
DNL,2015,72000000000.0,19.0921642134,1.757023729,1142.6505302777778,11382.8855411111,0.1090499888,0.0981181204,0.163293633938907
DNL,2014,60000000000.0,13.507806444,1.7409043386,1480.6253023333334,11488.282013,0.1343701986,0.1213484724,0.1187649705322042
DNM,2023,63562147000.0,-1.168442967,18.1926370231,-10355.66163005633,665.1042388546,-2.220984406,-0.156164165,-0.2502099335765258
DNM,2022,88251576000.0,-0.8808718526,2.1056752007,-19072.01365334937,7978.4384573211,-1.0815303439,-0.2200477944,-0.3151515674852518
DNM,2021,56908865000.0,2.4401872309,0.4071441975,6159.3250690731575,31929.719444308,0.2045739182,0.0522652551,0.0493249596997456
DNM,2020,187361494000.0,6.3017882668,1.5581583451,8489.653687804175,27468.3251127043,0.356264157,0.1026172255,0.0530362952393863
DNM,2019,155404977500.0,22.5119312594,1.8324560346,1971.1769501816632,19372.9068150279,0.1043723224,0.048041551,0.024248616101845
DNM,2018,155404977500.0,39.598480583,2.0192218919,896.4990443404556,17581.02967376,0.049138262,0.0279316051,0.0240864326150447
DNM,2017,155404977500.0,15.1023121902,1.9624404747,2350.6334363196315,18089.7206602697,0.1311911904,0.0765631645,0.0601027017934362
DNM,2016,155404977500.0,11.978382892,2.0971885018,3376.6745263677285,16927.4244871339,0.1958248511,0.1091840323,0.0653789691964444
DNM,2015,155404977500.0,10.8676456573,2.1205210908,3380.827747821012,16741.1680807199,0.1948332636,0.1047012473,0.0808225168556333
DNM,2014,148004754000.0,7.3655093382,1.9719097555,4819.761725896994,18002.8522609416,0.29294302,0.1378341351,0.0914491784468498
DNN,2023,11592812200.0,0.0815987517,0.0143216875,2689.408148093696,13964.834777967,0.1940331301,0.0933801265,0.2615552042298096
DNN,2022,11592812200.0,0.0808397648,0.0145730835,2712.108516741089,13723.9314749876,0.1992428591,0.0997359137,0.2941739483119353
DNN,2021,11592812200.0,0.1077282924,0.0148592848,2094.601068324043,13459.5980408101,0.1609429934,0.0872492823,0.2598113040740199
DNN,2020,11592812200.0,0.0977588133,0.0159728968,2213.4066921570598,12521.2103102817,0.1769305153,0.1020752385,0.2611321142129638
DNN,2019,11592812200.0,0.0768114715,0.0160742004,2790.100093504491,12442.2985207851,0.2330379095,0.1395313732,0.2953427341191947
DNN,2018,11592812200.0,0.1005980618,0.0174329513,2165.939955311275,11472.5267540175,0.1845230728,0.1153464097,0.251114111448639
DNN,2017,11592812200.0,0.1187076706,0.0166617218,1847.553146733456,12003.5613307529,0.1651322593,0.1017024125,0.2376854773243187
DNN,2016,11592812200.0,0.1593342293,0.0192806658,1255.2230674624402,10373.0857797213,0.1515322285,0.0822055812,0.1829361474875643
DNN,2015,2695540558.0,0.0488355974,0.0075078651,4095.373197198365,26638.7309901223,0.1327053666,0.0816691748,0.1525885430433677
DNN,2014,6394681371.0,0.1946833959,0.0135242055,1027.3089708894645,14788.2994237154,0.0694676884,0.0535553509,0.0989088463032021
DNP,2023,2556563129500.0,63.1946197342,1.628596354,340.21883651533744,13201.5523348924,0.0261244896,0.0024814998,0.005337537631055
DNP,2022,2616018086000.0,596.3402079403,1.7128063411,36.891693209799925,12844.4176509994,0.0028652078,0.0002870102,0.0005702422793666
DNP,2021,2853837912000.0,342.0614030376,1.8594448554,70.16284148656302,12907.0781156908,0.002501281,0.00070193,0.0013375814662884
DNP,2020,2128512613500.0,159.6464545292,1.5883667959,122.14489859798992,12276.7612939396,0.005527006,0.0015393835,0.0040541396925892
DNP,2019,1970168139500.0,93.268869691,1.6988000258,211.2173125423745,11596.4208270824,0.0110676616,0.0029623355,0.0075465172775203
DNP,2018,1970168139500.0,130.0461892319,1.726384816,151.48463877608046,11411.1290932319,0.0111563741,0.0028791608,0.0069468101022597
DNP,2017,985182658400.0,11.8199244808,1.4463296617,1666.6773152386622,13620.684496287,0.1094443919,0.0261647341,0.0553904271826111
DNP,2016,591110792800.0,6.8455410049,1.3623552025,2877.785698141122,14460.2523368286,0.2104311022,0.053379853,0.0593590248747396
DNP,2015,266090677700.0,5.9054616336,1.1615312966,3335.8950107946603,16960.3695202412,0.2391871926,0.0794862366,0.0498520143654804
DNP,2014,67524448900.0,2.9509454568,0.6095447567,6675.826540558408,32319.201801416,0.2278191049,0.0654312279,0.0384898254306359
DNT,2023,411028092500.0,44.6633583984,5.2223750406,1233.6734624497717,10550.7550819573,0.1172423242,0.0874068286,0.0420273749318459
DNT,2022,240201535000.0,30.8280005262,3.0683928007,1720.6366412745865,10494.0931919956,0.1677039768,0.1316007499,0.0475190130294994
DNT,2021,422963572500.0,-109.122849426,5.6553902379,-519.5978688079574,10025.8333404605,-0.0498570331,-0.0398115076,-0.0326324688836066
DNT,2020,149193500000.0,32.2601451183,1.8488252456,898.8594764517221,10817.6800631395,0.083149584,0.0598670579,0.0337213276886371
DNT,2019,102943515000.0,12.5797505674,1.2774678778,1697.9684661865297,10802.6199642746,0.1583468542,0.1082529232,0.0473894602457894
DNT,2018,102943515000.0,7.9402308457,1.2965572853,1737.9847347236978,10643.5713692621,0.1496018961,0.1107419467,0.0481584769781863
DNT,2017,102943515000.0,4.7677794462,1.0960014534,2894.429189877575,12591.2241782651,0.2353778687,0.1946523912,0.0854202569576729
DNT,2016,102943515000.0,10.0963237319,1.1497441881,1366.834143444587,12002.6699357546,0.1207530355,0.0979615882,0.0499442074126297
DNT,2015,102943515000.0,10.0209785908,1.2975002877,1377.111015158167,10635.83579231,0.1305864252,0.10082944,0.0566233386786144
DNT,2014,69451260000.0,6.6104644358,0.89047517,2087.5991594968905,15497.3439634788,0.1360985679,0.1057776421,0.0667728382242195
DNW,2023,4070280000000.0,13.794173219,1.872669565,2676.366279575,18112.645516075,0.1508665986,0.090911835,0.2684926210033423
DNW,2022,3360000000000.0,9.8179494189,1.6122290511,3050.1813339,17367.2593118,0.182254877,0.1001948597,0.3008525855889977
DNW,2021,3410400000000.0,9.3321530002,1.7647414055,3263.225856958333,16104.3424895167,0.2195778824,0.1060674196,0.3388043115518037
DNW,2020,2605700000000.0,19.6437993156,1.881088771,1492.86960504,13852.08417691,0.1017014809,0.0413143579,0.1338129002267095
DNW,2019,2371500000000.0,17.5691450935,1.7743348832,1531.65685895,13365.571643,0.109176235,0.0410876084,0.1428399902841794
DNW,2018,2371500000000.0,22.7137780017,1.8865834597,1160.39582288,12570.34237106,0.087213471,0.0310258471,0.1147350087774795
DNW,2017,2371500000000.0,77.0014714469,1.9881422195,345.80768022,11928.22111358,0.026294426,0.0097103514,0.0362113487466512
DNW,2016,2371500000000.0,47.104404427,1.9312762592,605.27725855,12279.44468709,0.0454792656,0.0180890009,0.0675732714041718
DNW,2015,2371500000000.0,19.7069146524,1.9311584662,1203.38472147,12280.19368402,0.094685933,0.0380734434,0.1448942094826002
DNW,2014,2371500000000.0,15.6834665694,2.1208638839,1512.10192562,11181.76427059,0.1248270625,0.0495836378,0.2230815533054586
DOC,2023,110000000000.0,28.8162282913,1.0335384206,471.7293467,10643.0489484,0.0427902143,0.0376055295,0.019960671090131
DOC,2022,78000000000.0,4.9757927815,0.6838854047,1782.0893958,11405.4196017,0.1554008855,0.139297593,0.0481814642353788
DOC,2021,106000000000.0,7.6586746553,0.9193437863,1472.8377811,11529.9631734,0.1343702063,0.1195853186,0.0437683000029094
DOC,2020,101000000000.0,48.5385287598,0.9718897356,236.0821207,10392.1253923,0.0229444089,0.0207303048,0.0072411816959803
DOC,2019,124000000000.0,118.3227222057,1.2172982075,128.7981298,10186.4932716,0.0124277004,0.0111404444,0.0036667323282713
DOC,2018,124000000000.0,34.8783995442,1.1763483616,409.5209001,10541.0951418,0.0385402777,0.0336725986,0.0125863878573611
